"","year","month","day","sapflux_density_pine_Sylvib_HD","rollmean","date"
"1048",2017,11,13,1.26555684297847e-06,1.08656454488197e-06,2017-11-13
"1049",2017,11,14,6.24164406279653e-07,8.48978709576511e-07,2017-11-14
"1050",2017,11,15,6.57214879471414e-07,6.2197234950253e-07,2017-11-15
"1051",2017,11,16,5.84537762756522e-07,1.07271851319104e-06,2017-11-16
"1052",2017,11,17,1.97640289734517e-06,1.08231014310663e-06,2017-11-17
"1053",2017,11,18,6.85989769218208e-07,1.82384144858719e-06,2017-11-18
"1054",2017,11,19,2.80913167919819e-06,1.30746558804976e-06,2017-11-19
"1055",2017,11,20,4.2727531573289e-07,1.46312531100892e-06,2017-11-20
"1056",2017,11,21,1.15296893809567e-06,2.15785777036396e-06,2017-11-21
"1057",2017,11,22,4.89332905726333e-06,4.33933793895993e-06,2017-11-22
"1058",2017,11,23,6.97171582152081e-06,4.91850337617213e-06,2017-11-23
"1059",2017,11,24,2.89046524973224e-06,3.82828938157699e-06,2017-11-24
"1060",2017,11,25,1.62268707347793e-06,1.9224080799763e-06,2017-11-25
"1061",2017,11,26,1.25407191671872e-06,1.39217999113671e-06,2017-11-26
"1062",2017,11,27,1.29978098321348e-06,1.01157597377958e-06,2017-11-27
"1063",2017,11,28,4.80875021406542e-07,7.15170346285338e-07,2017-11-28
"1064",2017,11,29,3.64855034235987e-07,8.84724107460428e-07,2017-11-29
"1065",2017,11,30,1.80844226673875e-06,1.54676000695396e-06,2017-11-30
"1066",2017,12,1,2.46698271988714e-06,2.64498384176841e-06,2017-12-01
"1067",2017,12,2,3.65952653867932e-06,2.14158187622907e-06,2017-12-02
"1068",2017,12,3,2.98236370120748e-07,1.87034428345862e-06,2017-12-03
"1069",2017,12,4,1.65326994157579e-06,1.77093353070033e-06,2017-12-04
"1070",2017,12,5,3.36129428040445e-06,2.79977676016714e-06,2017-12-05
"1071",2017,12,6,3.38476605852119e-06,3.24979500402382e-06,2017-12-06
"1072",2017,12,7,3.00332467314584e-06,2.29100400185419e-06,2017-12-07
"1073",2017,12,8,4.84921273895554e-07,1.22181067679816e-06,2017-12-08
"1074",2017,12,9,1.77186083353084e-07,7.92450554940529e-07,2017-12-09
"1075",2017,12,10,1.71524430757295e-06,1.2267199014249e-06,2017-12-10
"1076",2017,12,11,1.78772931334868e-06,2.51873832094382e-06,2017-12-11
"1077",2017,12,12,4.05324134190984e-06,2.59684891475446e-06,2017-12-12
"1078",2017,12,13,1.94957608900486e-06,3.07557502431312e-06,2017-12-13
"1079",2017,12,14,3.22390764202466e-06,2.16759483373655e-06,2017-12-14
"1080",2017,12,15,1.32930077018014e-06,4.26111132894665e-06,2017-12-15
"1081",2017,12,16,8.23012557463515e-06,4.58117937640166e-06,2017-12-16
"1082",2017,12,17,4.1841117843897e-06,5.64833986645662e-06,2017-12-17
"1083",2017,12,18,4.53078224034503e-06,5.58445073073427e-06,2017-12-18
"1084",2017,12,19,8.03845816746808e-06,7.20508647221075e-06,2017-12-19
"1085",2017,12,20,9.04601900881914e-06,8.74887109148306e-06,2017-12-20
"1086",2017,12,21,9.16213609816197e-06,6.51898264366394e-06,2017-12-21
"1087",2017,12,22,1.3487928240107e-06,7.72055978214789e-06,2017-12-22
"1088",2017,12,23,1.2650750424271e-05,7.15909539509254e-06,2017-12-23
"1089",2017,12,24,7.47774293699592e-06,1.01054352350043e-05,2017-12-24
"1090",2017,12,25,1.01878123437461e-05,8.19458887403467e-06,2017-12-25
"1091",2017,12,26,6.91821134136197e-06,6.74325810118913e-06,2017-12-26
"1092",2017,12,27,3.12375061845929e-06,4.24487895968688e-06,2017-12-27
"1093",2017,12,28,2.69267491923937e-06,NA,2017-12-28
"1094",2017,12,29,NA,NA,2017-12-29
"1095",2017,12,30,3.4757270603288e-07,NA,2017-12-30
"1096",2017,12,31,2.47749060073239e-06,1.86732545186421e-06,2017-12-31
"1097",2018,1,1,2.77691304882737e-06,1.95410731271031e-06,2018-01-01
"1098",2018,1,2,6.07918288571178e-07,1.87934184875258e-06,2018-01-02
"1099",2018,1,3,2.25319420885918e-06,4.02426909746353e-06,2018-01-03
"1100",2018,1,4,9.21169479496023e-06,5.46237995980606e-06,2018-01-04
"1101",2018,1,5,4.92225087559875e-06,6.21458914113592e-06,2018-01-05
"1102",2018,1,6,4.50982175284878e-06,6.95919146043538e-06,2018-01-06
"1103",2018,1,7,1.14455017528586e-05,9.74057232673648e-06,2018-01-07
"1104",2018,1,8,1.32663934745021e-05,1.17137337892879e-05,2018-01-08
"1105",2018,1,9,1.04293061405031e-05,1.07965538036713e-05,2018-01-09
"1106",2018,1,10,8.69396179600883e-06,6.66720413209452e-06,2018-01-10
"1107",2018,1,11,8.78344459771621e-07,3.34370484079052e-06,2018-01-11
"1108",2018,1,12,4.58808266591113e-07,5.82313180979564e-07,2018-01-12
"1109",2018,1,13,4.09786816575959e-07,2.89531694389024e-07,2018-01-13
"1110",2018,1,14,0,3.5526226053016e-07,2018-01-14
"1111",2018,1,15,6.5599996501452e-07,5.84356920979549e-07,2018-01-15
"1112",2018,1,16,1.09707079792413e-06,8.78121730878996e-07,2018-01-16
"1113",2018,1,17,8.81294429698343e-07,7.9742714873079e-07,2018-01-17
"1114",2018,1,18,4.13916218569902e-07,4.61799062669174e-07,2018-01-18
"1115",2018,1,19,9.01865397392771e-08,1.88039848204538e-07,2018-01-19
"1116",2018,1,20,6.00167863044348e-08,1.36545972149129e-07,2018-01-20
"1117",2018,1,21,2.59434590403675e-07,2.39942088586491e-07,2018-01-21
"1118",2018,1,22,4.00374889051363e-07,6.43241699881499e-07,2018-01-22
"1119",2018,1,23,1.26991562018946e-06,1.38532990276149e-06,2018-01-23
"1120",2018,1,24,2.48569919904364e-06,3.44716732053007e-06,2018-01-24
"1121",2018,1,25,6.58588714235711e-06,3.84084259060043e-06,2018-01-25
"1122",2018,1,26,2.45094143040055e-06,3.3669040928866e-06,2018-01-26
"1123",2018,1,27,1.06388370590214e-06,2.73173889364346e-06,2018-01-27
"1124",2018,1,28,4.6803915446277e-06,2.58512979870046e-06,2018-01-28
"1125",2018,1,29,2.01111414557152e-06,NA,2018-01-29
"1126",2018,1,30,NA,NA,2018-01-30
"1127",2018,1,31,1.04733108384568e-05,NA,2018-01-31
"1128",2018,2,1,1.12433339564303e-05,9.7208506455407e-06,2018-02-01
"1129",2018,2,2,7.445907141735e-06,7.39732316278145e-06,2018-02-02
"1130",2018,2,3,3.50272839017906e-06,3.81047156491258e-06,2018-02-03
"1131",2018,2,4,4.82779162823677e-07,1.50697990478925e-06,2018-02-04
"1132",2018,2,5,5.35432161365024e-07,5.22528418942875e-07,2018-02-05
"1133",2018,2,6,5.49373932639925e-07,5.72376516157836e-07,2018-02-06
"1134",2018,2,7,6.32323454468559e-07,4.38286622856132e-07,2018-02-07
"1135",2018,2,8,1.33162481459913e-07,5.03869841625029e-07,2018-02-08
"1136",2018,2,9,7.46123588946616e-07,4.04507814041593e-07,2018-02-09
"1137",2018,2,10,3.34237371718249e-07,5.92012939467822e-07,2018-02-10
"1138",2018,2,11,6.95677857738602e-07,1.0218073104675e-06,2018-02-11
"1139",2018,2,12,2.03550670194566e-06,2.01987111237758e-06,2018-02-12
"1140",2018,2,13,3.32842877744849e-06,2.89625032428377e-06,2018-02-13
"1141",2018,2,14,3.32481549345717e-06,2.4567077983335e-06,2018-02-14
"1142",2018,2,15,7.16879124094843e-07,2.91200754220174e-06,2018-02-15
"1143",2018,2,16,4.6943280090532e-06,3.11367732970569e-06,2018-02-16
"1144",2018,2,17,3.92982485596901e-06,4.49525808858715e-06,2018-02-17
"1145",2018,2,18,4.86162140073923e-06,4.16278151699896e-06,2018-02-18
"1146",2018,2,19,3.69689829428862e-06,3.66434004854529e-06,2018-02-19
"1147",2018,2,20,2.43450045060801e-06,2.72498633542156e-06,2018-02-20
"1148",2018,2,21,2.04356026136804e-06,2.00753798581331e-06,2018-02-21
"1149",2018,2,22,1.54455324546387e-06,1.84670215423291e-06,2018-02-22
"1150",2018,2,23,1.95199295586682e-06,1.89295135233239e-06,2018-02-23
"1151",2018,2,24,2.18230785566649e-06,1.79655712727517e-06,2018-02-24
"1152",2018,2,25,1.25537057029219e-06,1.73748638007074e-06,2018-02-25
"1153",2018,2,26,1.77478071425355e-06,2.52609694509056e-06,2018-02-26
"1154",2018,2,27,4.54813955072593e-06,3.01416222417165e-06,2018-02-27
"1155",2018,2,28,2.71956640753546e-06,3.13062954605617e-06,2018-02-28
"1156",2018,3,1,2.12418267990713e-06,2.27935712843515e-06,2018-03-01
"1157",2018,3,2,1.99432229786287e-06,2.29482110056213e-06,2018-03-02
"1158",2018,3,3,2.7659583239164e-06,2.39883855850608e-06,2018-03-03
"1159",2018,3,4,2.43623505373897e-06,2.41222023320832e-06,2018-03-04
"1160",2018,3,5,2.03446732196959e-06,2.25249725800757e-06,2018-03-05
"1161",2018,3,6,2.28678939831414e-06,2.26477600216946e-06,2018-03-06
"1162",2018,3,7,2.47307128622463e-06,2.21019338151004e-06,2018-03-07
"1163",2018,3,8,1.87071945999136e-06,2.10115646213548e-06,2018-03-08
"1164",2018,3,9,1.95967864019044e-06,1.98679410935195e-06,2018-03-09
"1165",2018,3,10,2.12998422787405e-06,2.69055879534748e-06,2018-03-10
"1166",2018,3,11,3.98201351797795e-06,2.30879293069352e-06,2018-03-11
"1167",2018,3,12,8.14381046228576e-07,2.37353939012624e-06,2018-03-12
"1168",2018,3,13,2.3242236061722e-06,2.10406791554905e-06,2018-03-13
"1169",2018,3,14,3.17359909424637e-06,3.91990353479256e-06,2018-03-14
"1170",2018,3,15,6.2618879039591e-06,4.83801135433108e-06,2018-03-15
"1171",2018,3,16,5.07854706478778e-06,5.68260019396262e-06,2018-03-16
"1172",2018,3,17,5.70736561314099e-06,4.3465397899243e-06,2018-03-17
"1173",2018,3,18,2.25370669184413e-06,3.34294114920407e-06,2018-03-18
"1174",2018,3,19,2.06775114262709e-06,2.56821617350623e-06,2018-03-19
"1175",2018,3,20,3.38319068604747e-06,2.77404297836263e-06,2018-03-20
"1176",2018,3,21,2.87118710641332e-06,3.40456662949938e-06,2018-03-21
"1177",2018,3,22,3.95932209603735e-06,5.35210235657044e-06,2018-03-22
"1178",2018,3,23,9.22579786726066e-06,7.77405396961517e-06,2018-03-23
"1179",2018,3,24,1.01370419455475e-05,9.73775023072753e-06,2018-03-24
"1180",2018,3,25,9.85041087937441e-06,9.85966526391429e-06,2018-03-25
"1181",2018,3,26,9.59154296682095e-06,9.80087753162263e-06,2018-03-26
"1182",2018,3,27,9.96067874867254e-06,9.71429769574215e-06,2018-03-27
"1183",2018,3,28,9.59067137173297e-06,9.52354747562222e-06,2018-03-28
"1184",2018,3,29,9.01929230646115e-06,7.16448423747375e-06,2018-03-29
"1185",2018,3,30,2.88348903422712e-06,5.22085053347865e-06,2018-03-30
"1186",2018,3,31,3.75977025974769e-06,4.47267830089112e-06,2018-03-31
"1187",2018,4,1,6.77477560869854e-06,4.33954516391452e-06,2018-04-01
"1188",2018,4,2,2.48408962329734e-06,5.38296063007543e-06,2018-04-02
"1189",2018,4,3,6.89001665823042e-06,6.9857823838974e-06,2018-04-03
"1190",2018,4,4,1.15832408701644e-05,9.85229160302991e-06,2018-04-04
"1191",2018,4,5,1.10836172806949e-05,9.77371172619119e-06,2018-04-05
"1192",2018,4,6,6.65427702771427e-06,1.66663424900818e-05,2018-04-06
"1193",2018,4,7,3.22611331618361e-05,1.91763693200246e-05,2018-04-07
"1194",2018,4,8,1.86136977705235e-05,2.21299376573683e-05,2018-04-08
"1195",2018,4,9,1.55149820397454e-05,1.98514997895201e-05,2018-04-09
"1196",2018,4,10,2.54258195582915e-05,2.77909271470966e-05,2018-04-10
"1197",2018,4,11,4.2431979843253e-05,3.7188061414966e-05,2018-04-11
"1198",2018,4,12,4.37063848433535e-05,4.18702748028505e-05,2018-04-12
"1199",2018,4,13,3.94724597219451e-05,2.97802168865768e-05,2018-04-13
"1200",2018,4,14,6.16180609443178e-06,1.5822521617646e-05,2018-04-14
"1201",2018,4,15,1.8332990365611e-06,2.77457797753576e-06,2018-04-15
"1202",2018,4,16,3.286288016144e-07,1.55670915194041e-06,2018-04-16
"1203",2018,4,17,2.50819961764572e-06,1.96284957363438e-06,2018-04-17
"1204",2018,4,18,3.05172030164302e-06,2.77077419127627e-06,2018-04-18
"1205",2018,4,19,2.75240265454008e-06,2.61134203817031e-06,2018-04-19
"1206",2018,4,20,2.02990315832785e-06,2.93318560565389e-06,2018-04-20
"1207",2018,4,21,4.01725100409375e-06,2.55880868950769e-06,2018-04-21
"1208",2018,4,22,1.62927190610147e-06,2.95766460332467e-06,2018-04-22
"1209",2018,4,23,3.22647089977878e-06,1.85661237979882e-06,2018-04-23
"1210",2018,4,24,7.14094333516223e-07,1.67249096245837e-06,2018-04-24
"1211",2018,4,25,1.07690765408011e-06,1.49784091176024e-06,2018-04-25
"1212",2018,4,26,2.70252074768439e-06,2.6404375384304e-06,2018-04-26
"1213",2018,4,27,4.1418842135267e-06,3.44764357530966e-06,2018-04-27
"1214",2018,4,28,3.49852576471789e-06,2.6626497137079e-06,2018-04-28
"1215",2018,4,29,3.47539162879117e-07,2.55831919949546e-06,2018-04-29
"1216",2018,4,30,3.82889267088938e-06,3.43936886995265e-06,2018-04-30
"1217",2018,5,1,6.14167477608945e-06,5.2722927081003e-06,2018-05-01
"1218",2018,5,2,5.84631067732208e-06,5.79087135208132e-06,2018-05-02
"1219",2018,5,3,5.38462860283243e-06,5.28245371115965e-06,2018-05-03
"1220",2018,5,4,4.61642185332444e-06,5.42711742160128e-06,2018-05-04
"1221",2018,5,5,6.28030180864698e-06,8.56435464514531e-06,2018-05-05
"1222",2018,5,6,1.47963402734645e-05,1.22527687505285e-05,2018-05-06
"1223",2018,5,7,1.5681664169474e-05,1.53064012721821e-05,2018-05-07
"1224",2018,5,8,1.54411993736077e-05,1.65926193666278e-05,2018-05-08
"1225",2018,5,9,1.86549945568016e-05,1.78758619479257e-05,2018-05-09
"1226",2018,5,10,1.95313919133679e-05,1.99907174299736e-05,2018-05-10
"1227",2018,5,11,2.17857658197514e-05,2.10818110274006e-05,2018-05-11
"1228",2018,5,12,2.19282753490826e-05,2.16746381560981e-05,2018-05-12
"1229",2018,5,13,2.13098732994604e-05,2.1778844864536e-05,2018-05-13
"1230",2018,5,14,2.2098385945065e-05,2.15792882295733e-05,2018-05-14
"1231",2018,5,15,2.13296054441945e-05,2.04831095123186e-05,2018-05-15
"1232",2018,5,16,1.80213371476964e-05,2.05133633298368e-05,2018-05-16
"1233",2018,5,17,2.21891473976195e-05,2.08224929642112e-05,2018-05-17
"1234",2018,5,18,2.22569943473177e-05,2.35727900789042e-05,2018-05-18
"1235",2018,5,19,2.62722284917753e-05,2.40866430145578e-05,2018-05-19
"1236",2018,5,20,2.37307062045805e-05,2.47428252097622e-05,2018-05-20
"1237",2018,5,21,2.42255409329308e-05,2.48421361464034e-05,2018-05-21
"1238",2018,5,22,2.65701613016989e-05,2.40959380891958e-05,2018-05-22
"1239",2018,5,23,2.14921120329576e-05,2.47190783477662e-05,2018-05-23
"1240",2018,5,24,2.60949617086422e-05,2.45125252390429e-05,2018-05-24
"1241",2018,5,25,2.59505019755288e-05,2.48145019088345e-05,2018-05-25
"1242",2018,5,26,2.23980420423325e-05,2.37115852372816e-05,2018-05-26
"1243",2018,5,27,2.27862116939835e-05,2.27675630136841e-05,2018-05-27
"1244",2018,5,28,2.31184353047363e-05,2.27176644930861e-05,2018-05-28
"1245",2018,5,29,2.22483464805385e-05,2.14913594495088e-05,2018-05-29
"1246",2018,5,30,1.91072965632515e-05,2.11953234408462e-05,2018-05-30
"1247",2018,5,31,2.22303272787485e-05,2.12753247493976e-05,2018-05-31
"1248",2018,6,1,2.24883504061928e-05,2.10179710348116e-05,2018-06-01
"1249",2018,6,2,1.83352354194934e-05,2.03645875442961e-05,2018-06-02
"1250",2018,6,3,2.0270176807202e-05,1.83885329383358e-05,2018-06-03
"1251",2018,6,4,1.65601865883119e-05,1.80924561239141e-05,2018-06-04
"1252",2018,6,5,1.74470049762284e-05,1.65360165505237e-05,2018-06-05
"1253",2018,6,6,1.56008580870309e-05,1.51924649929709e-05,2018-06-06
"1254",2018,6,7,1.25295319156534e-05,1.63311034208322e-05,2018-06-07
"1255",2018,6,8,2.08629202598124e-05,1.70773781359193e-05,2018-06-08
"1256",2018,6,9,1.7839682232292e-05,1.95089768708274e-05,2018-06-09
"1257",2018,6,10,1.98243281203779e-05,1.76624016137449e-05,2018-06-10
"1258",2018,6,11,1.53231944885649e-05,1.92551001320964e-05,2018-06-11
"1259",2018,6,12,2.26177777873464e-05,1.85838097790176e-05,2018-06-12
"1260",2018,6,13,1.78104570611414e-05,1.98065648284276e-05,2018-06-13
"1261",2018,6,14,1.89914596367949e-05,1.79364820279826e-05,2018-06-14
"1262",2018,6,15,1.70075293860116e-05,1.81204877147948e-05,2018-06-15
"1263",2018,6,16,1.83624741215781e-05,1.7802818533653e-05,2018-06-16
"1264",2018,6,17,1.80384520933695e-05,1.60117706714824e-05,2018-06-17
"1265",2018,6,18,1.16343857994997e-05,1.23419919688999e-05,2018-06-18
"1266",2018,6,19,7.35313801383048e-06,1.27260936587238e-05,2018-06-19
"1267",2018,6,20,1.91907571628413e-05,1.40722424345062e-05,2018-06-20
"1268",2018,6,21,1.56728321268468e-05,1.45248326494738e-05,2018-06-21
"1269",2018,6,22,8.71090865873337e-06,1.25794977635752e-05,2018-06-22
"1270",2018,6,23,1.33547525051455e-05,1.25988706321738e-05,2018-06-23
"1271",2018,6,24,1.57309507326424e-05,1.30062249675797e-05,2018-06-24
"1272",2018,6,25,9.93297166495115e-06,1.32478274342326e-05,2018-06-25
"1273",2018,6,26,1.40795599051042e-05,1.35961879409381e-05,2018-06-26
"1274",2018,6,27,1.6776032252759e-05,1.60422656103705e-05,2018-06-27
"1275",2018,6,28,1.72712046732483e-05,1.49589298444163e-05,2018-06-28
"1276",2018,6,29,1.08295526072416e-05,1.58154960046881e-05,2018-06-29
"1277",2018,6,30,1.93457307335744e-05,1.56381624726234e-05,2018-06-30
"1278",2018,7,1,1.67392040770541e-05,1.63697757011948e-05,2018-07-01
"1279",2018,7,2,1.30243922929557e-05,1.09845576046617e-05,2018-07-02
"1280",2018,7,3,3.19007644397515e-06,5.81972105711321e-06,2018-07-03
"1281",2018,7,4,1.24469443440871e-06,4.68452941295677e-06,2018-07-04
"1282",2018,7,5,9.61881736048644e-06,7.62106579509337e-06,2018-07-05
"1283",2018,7,6,1.1999685590385e-05,1.19064196866016e-05,2018-07-06
"1284",2018,7,7,1.41007561089335e-05,1.23255497432539e-05,2018-07-07
"1285",2018,7,8,1.08762075304431e-05,1.34123296912154e-05,2018-07-08
"1286",2018,7,9,1.52600254342697e-05,1.50298491719206e-05,2018-07-09
"1287",2018,7,10,1.89533145510491e-05,1.74301949541218e-05,2018-07-10
"1288",2018,7,11,1.80772448770467e-05,1.84587608159614e-05,2018-07-11
"1289",2018,7,12,1.83457230197884e-05,1.75131399832089e-05,2018-07-12
"1290",2018,7,13,1.61164520527917e-05,1.73780742720783e-05,2018-07-13
"1291",2018,7,14,1.76720477436549e-05,1.74356135289303e-05,2018-07-14
"1292",2018,7,15,1.85183407903443e-05,1.84501937305335e-05,2018-07-15
"1293",2018,7,16,1.91601926576012e-05,1.9248084655638e-05,2018-07-16
"1294",2018,7,17,2.00657205189686e-05,1.98153689928274e-05,2018-07-17
"1295",2018,7,18,2.02201938019124e-05,2.06679154028389e-05,2018-07-18
"1296",2018,7,19,2.17178318876355e-05,1.969813049429e-05,2018-07-19
"1297",2018,7,20,1.71563657933221e-05,1.5708511950194e-05,2018-07-20
"1298",2018,7,21,8.2513381696244e-06,1.47340531272457e-05,2018-07-21
"1299",2018,7,22,1.87944554187904e-05,1.53121365327231e-05,2018-07-22
"1300",2018,7,23,1.88906160097544e-05,1.89510331768828e-05,2018-07-23
"1301",2018,7,24,1.91680281021034e-05,1.83338684216691e-05,2018-07-24
"1302",2018,7,25,1.69429611531495e-05,1.82888014454357e-05,2018-07-25
"1303",2018,7,26,1.87554150810542e-05,1.78813744511193e-05,2018-07-26
"1304",2018,7,27,1.79457471191543e-05,1.74072608194397e-05,2018-07-27
"1305",2018,7,28,1.55206202581108e-05,1.66235065599194e-05,2018-07-28
"1306",2018,7,29,1.64041523024931e-05,1.5874012620701e-05,2018-07-29
"1307",2018,7,30,1.56972653014993e-05,1.64935919212161e-05,2018-07-30
"1308",2018,7,31,1.73793581596558e-05,1.69913160379188e-05,2018-07-31
"1309",2018,8,1,1.78973246526014e-05,1.68836007069303e-05,2018-08-01
"1310",2018,8,2,1.53741193085338e-05,1.58682234290925e-05,2018-08-02
"1311",2018,8,3,1.43332263261424e-05,1.40500310886237e-05,2018-08-03
"1312",2018,8,4,1.24427476311948e-05,1.28284047700045e-05,2018-08-04
"1313",2018,8,5,1.17092403526764e-05,1.21619792772167e-05,2018-08-05
"1314",2018,8,6,1.2333949847779e-05,1.30146667060506e-05,2018-08-06
"1315",2018,8,7,1.50008099176965e-05,1.54090278359653e-05,2018-08-07
"1316",2018,8,8,1.88923237424204e-05,1.51895281112557e-05,2018-08-08
"1317",2018,8,9,1.16754506736501e-05,1.3906892075183e-05,2018-08-09
"1318",2018,8,10,1.11529018094785e-05,1.12784622655584e-05,2018-08-10
"1319",2018,8,11,1.10070343135467e-05,9.35434052777781e-06,2018-08-11
"1320",2018,8,12,5.90308546030829e-06,9.17671609823107e-06,2018-08-12
"1321",2018,8,13,1.06200285208382e-05,9.17016366351762e-06,2018-08-13
"1322",2018,8,14,1.09873770094063e-05,1.09585574351055e-05,2018-08-14
"1323",2018,8,15,1.1268266775072e-05,1.13522645770504e-05,2018-08-15
"1324",2018,8,16,1.18011499466728e-05,1.02522455869065e-05,2018-08-16
"1325",2018,8,17,7.6873200389747e-06,8.97056701045327e-06,2018-08-17
"1326",2018,8,18,7.4232310457123e-06,7.3595759131523e-06,2018-08-18
"1327",2018,8,19,6.96817665476991e-06,6.74511646887943e-06,2018-08-19
"1328",2018,8,20,5.84394170615609e-06,6.52082308841086e-06,2018-08-20
"1329",2018,8,21,6.75035090430657e-06,6.58839903473984e-06,2018-08-21
"1330",2018,8,22,7.17090449375685e-06,6.00536491048931e-06,2018-08-22
"1331",2018,8,23,4.0948393334045e-06,6.88617181601661e-06,2018-08-23
"1332",2018,8,24,9.39277162088849e-06,6.44835493518122e-06,2018-08-24
"1333",2018,8,25,5.85745385125066e-06,6.69694856081208e-06,2018-08-25
"1334",2018,8,26,4.84062021029709e-06,6.06401648617682e-06,2018-08-26
"1335",2018,8,27,7.49397539698271e-06,7.15548336965357e-06,2018-08-27
"1336",2018,8,28,9.13185450168091e-06,8.67081725151665e-06,2018-08-28
"1337",2018,8,29,9.38662185588633e-06,6.64677767876208e-06,2018-08-29
"1338",2018,8,30,1.421856678719e-06,4.97872076188708e-06,2018-08-30
"1339",2018,8,31,4.12768375105592e-06,3.04116635329263e-06,2018-08-31
"1340",2018,9,1,3.57395863010297e-06,3.26788521975746e-06,2018-09-01
"1341",2018,9,2,2.10201327811348e-06,4.64050118641578e-06,2018-09-02
"1342",2018,9,3,8.24553165103089e-06,5.42136818244598e-06,2018-09-03
"1343",2018,9,4,5.91655961819357e-06,5.62290210161245e-06,2018-09-04
"1344",2018,9,5,2.70661503561289e-06,3.29006523815281e-06,2018-09-05
"1345",2018,9,6,1.24702106065197e-06,2.8532536928833e-06,2018-09-06
"1346",2018,9,7,4.60612498238505e-06,3.19829318356764e-06,2018-09-07
"1347",2018,9,8,3.74173350766591e-06,3.76618084552098e-06,2018-09-08
"1348",2018,9,9,2.95068404651199e-06,2.5376786762914e-06,2018-09-09
"1349",2018,9,10,9.20618474696295e-07,1.79273231062678e-06,2018-09-10
"1350",2018,9,11,1.50689441067206e-06,3.20852792339975e-06,2018-09-11
"1351",2018,9,12,7.19807088483089e-06,5.13281315717617e-06,2018-09-12
"1352",2018,9,13,6.69347417602556e-06,6.62329038534887e-06,2018-09-13
"1353",2018,9,14,5.97832609519017e-06,4.69673719589612e-06,2018-09-14
"1354",2018,9,15,1.41841131647263e-06,4.67630409528674e-06,2018-09-15
"1355",2018,9,16,6.63217487419743e-06,3.65730853779911e-06,2018-09-16
"1356",2018,9,17,2.92133942272726e-06,4.27257740656715e-06,2018-09-17
"1357",2018,9,18,3.26421792277677e-06,3.0307821048734e-06,2018-09-18
"1358",2018,9,19,2.90678896911615e-06,4.52911425344554e-06,2018-09-19
"1359",2018,9,20,7.4163358684437e-06,3.90692562983241e-06,2018-09-20
"1360",2018,9,21,1.39765205193736e-06,4.18117386668255e-06,2018-09-21
"1361",2018,9,22,3.7295336796666e-06,3.36966922647822e-06,2018-09-22
"1362",2018,9,23,4.9818219478307e-06,5.48429922216204e-06,2018-09-23
"1363",2018,9,24,7.74154203898883e-06,6.25794803825905e-06,2018-09-24
"1364",2018,9,25,6.05048012795763e-06,5.6245730391092e-06,2018-09-25
"1365",2018,9,26,3.08169695038116e-06,5.17408286816167e-06,2018-09-26
"1366",2018,9,27,6.39007152614622e-06,5.21393456354679e-06,2018-09-27
"1367",2018,9,28,6.17003521411298e-06,5.79956858969125e-06,2018-09-28
"1368",2018,9,29,4.83859902881454e-06,4.27967782894049e-06,2018-09-29
"1369",2018,9,30,1.83039924389396e-06,2.95415315757728e-06,2018-09-30
"1370",2018,10,1,2.19346120002334e-06,2.03102694089755e-06,2018-10-01
"1371",2018,10,2,2.06922037877534e-06,1.92680811241291e-06,2018-10-02
"1372",2018,10,3,1.51774275844005e-06,1.54396080897686e-06,2018-10-03
"1373",2018,10,4,1.04491928971519e-06,1.72507157769705e-06,2018-10-04
"1374",2018,10,5,2.6125526849359e-06,2.49015972641441e-06,2018-10-05
"1375",2018,10,6,3.81300720459214e-06,2.77844000116502e-06,2018-10-06
"1376",2018,10,7,1.90976011396702e-06,2.26463570356108e-06,2018-10-07
"1377",2018,10,8,1.07113979212407e-06,1.80702043154179e-06,2018-10-08
"1378",2018,10,9,2.44016138853426e-06,2.94379875421532e-06,2018-10-09
"1379",2018,10,10,5.32009508198764e-06,2.80053389488328e-06,2018-10-10
"1380",2018,10,11,6.41345214127952e-07,2.88382881186596e-06,2018-10-11
"1381",2018,10,12,2.69004613948229e-06,1.58085949373204e-06,2018-10-12
"1382",2018,10,13,1.41118712758588e-06,3.13273934364544e-06,2018-10-13
"1383",2018,10,14,5.29698476386816e-06,3.83221082279603e-06,2018-10-14
"1384",2018,10,15,4.78846057693405e-06,3.56245301906811e-06,2018-10-15
"1385",2018,10,16,6.0191371640211e-07,2.24876506973709e-06,2018-10-16
"1386",2018,10,17,1.35592091587512e-06,1.22309346365882e-06,2018-10-17
"1387",2018,10,18,1.71144575869922e-06,1.59158222164444e-06,2018-10-18
"1388",2018,10,19,1.70737999035899e-06,1.2731396376229e-06,2018-10-19
"1389",2018,10,20,4.00593163810505e-07,8.23234560709657e-07,2018-10-20
"1390",2018,10,21,3.61730527959479e-07,1.13553699756399e-06,2018-10-21
"1391",2018,10,22,2.64428730092198e-06,1.77237428967381e-06,2018-10-22
"1392",2018,10,23,2.31110504013996e-06,2.11314882162792e-06,2018-10-23
"1393",2018,10,24,1.38405412382183e-06,1.31262294626516e-06,2018-10-24
"1394",2018,10,25,2.42709674833688e-07,5.85569935911909e-07,2018-10-25
"1395",2018,10,26,1.29946009080209e-07,5.44178128884866e-07,2018-10-26
"1396",2018,10,27,1.2598787027407e-06,2.51739520599089e-06,2018-10-27
"1397",2018,10,28,6.16236090615177e-06,6.65176101377211e-06,2018-10-28
"1398",2018,10,29,1.25330434324239e-05,9.81115356982496e-06,2018-10-29
