date;year;month;day;hour;minute;second;T42
29.11.2018 12:00;2018;11;29;12;0;0;-0,875
29.11.2018 13:00;2018;11;29;13;0;0;-0,5772
29.11.2018 14:00;2018;11;29;14;0;0;-0,0417
29.11.2018 15:00;2018;11;29;15;0;0;0,0765
29.11.2018 16:00;2018;11;29;16;0;0;0,0365
29.11.2018 17:00;2018;11;29;17;0;0;0,1252
29.11.2018 18:00;2018;11;29;18;0;0;0,4597
29.11.2018 19:00;2018;11;29;19;0;0;0,7445
29.11.2018 20:00;2018;11;29;20;0;0;0,7077
29.11.2018 21:00;2018;11;29;21;0;0;0,5737
29.11.2018 22:00;2018;11;29;22;0;0;0,0722
29.11.2018 23:00;2018;11;29;23;0;0;-0,3757
30.11.2018 0:00;2018;11;30;0;0;0;-0,6948
30.11.2018 1:00;2018;11;30;1;0;0;-1,1463
30.11.2018 2:00;2018;11;30;2;0;0;-1,3
30.11.2018 3:00;2018;11;30;3;0;0;-1,2808
30.11.2018 4:00;2018;11;30;4;0;0;-1,0322
30.11.2018 5:00;2018;11;30;5;0;0;-0,7167
30.11.2018 6:00;2018;11;30;6;0;0;-0,3163
30.11.2018 7:00;2018;11;30;7;0;0;0,0978
30.11.2018 8:00;2018;11;30;8;0;0;0,4603
30.11.2018 9:00;2018;11;30;9;0;0;0,7765
30.11.2018 10:00;2018;11;30;10;0;0;1,194
30.11.2018 11:00;2018;11;30;11;0;0;1,308
30.11.2018 12:00;2018;11;30;12;0;0;1,2562
30.11.2018 13:00;2018;11;30;13;0;0;1,0745
30.11.2018 14:00;2018;11;30;14;0;0;0,9235
30.11.2018 15:00;2018;11;30;15;0;0;0,713
30.11.2018 16:00;2018;11;30;16;0;0;0,5438
30.11.2018 17:00;2018;11;30;17;0;0;0,6628
30.11.2018 18:00;2018;11;30;18;0;0;0,8575
30.11.2018 19:00;2018;11;30;19;0;0;0,9292
30.11.2018 20:00;2018;11;30;20;0;0;0,8182
30.11.2018 21:00;2018;11;30;21;0;0;0,8402
30.11.2018 22:00;2018;11;30;22;0;0;0,884
30.11.2018 23:00;2018;11;30;23;0;0;0,7407
1.12.2018 0:00;2018;12;1;0;0;0;0,6867
1.12.2018 1:00;2018;12;1;1;0;0;0,3675
1.12.2018 2:00;2018;12;1;2;0;0;0,13
1.12.2018 3:00;2018;12;1;3;0;0;0,0492
1.12.2018 4:00;2018;12;1;4;0;0;0,0177
1.12.2018 5:00;2018;12;1;5;0;0;0,02
1.12.2018 6:00;2018;12;1;6;0;0;-0,0167
1.12.2018 7:00;2018;12;1;7;0;0;-0,3372
1.12.2018 8:00;2018;12;1;8;0;0;-0,9263
1.12.2018 9:00;2018;12;1;9;0;0;-1,7297
1.12.2018 10:00;2018;12;1;10;0;0;-2,4452
1.12.2018 11:00;2018;12;1;11;0;0;-2,2948
1.12.2018 12:00;2018;12;1;12;0;0;-2,2127
1.12.2018 13:00;2018;12;1;13;0;0;-2,7387
1.12.2018 14:00;2018;12;1;14;0;0;-3,4312
1.12.2018 15:00;2018;12;1;15;0;0;-4,0142
1.12.2018 16:00;2018;12;1;16;0;0;-4,4402
1.12.2018 17:00;2018;12;1;17;0;0;-4,8045
1.12.2018 18:00;2018;12;1;18;0;0;-5,188
1.12.2018 19:00;2018;12;1;19;0;0;-5,3737
1.12.2018 20:00;2018;12;1;20;0;0;-5,5268
1.12.2018 21:00;2018;12;1;21;0;0;-5,6533
1.12.2018 22:00;2018;12;1;22;0;0;-5,7223
1.12.2018 23:00;2018;12;1;23;0;0;-5,9243
2.12.2018 0:00;2018;12;2;0;0;0;-6,5173
2.12.2018 1:00;2018;12;2;1;0;0;-7,1482
2.12.2018 2:00;2018;12;2;2;0;0;-6,681
2.12.2018 3:00;2018;12;2;3;0;0;-6,2175
2.12.2018 4:00;2018;12;2;4;0;0;-6,1182
2.12.2018 5:00;2018;12;2;5;0;0;-5,942
2.12.2018 6:00;2018;12;2;6;0;0;-5,7162
2.12.2018 7:00;2018;12;2;7;0;0;-5,0385
2.12.2018 8:00;2018;12;2;8;0;0;-4,4193
2.12.2018 9:00;2018;12;2;9;0;0;-4,0802
2.12.2018 10:00;2018;12;2;10;0;0;-3,6707
2.12.2018 11:00;2018;12;2;11;0;0;-3,2918
2.12.2018 12:00;2018;12;2;12;0;0;-2,9732
2.12.2018 13:00;2018;12;2;13;0;0;-2,7793
2.12.2018 14:00;2018;12;2;14;0;0;-2,6738
2.12.2018 15:00;2018;12;2;15;0;0;-2,738
2.12.2018 16:00;2018;12;2;16;0;0;-2,7103
2.12.2018 17:00;2018;12;2;17;0;0;-2,6578
2.12.2018 18:00;2018;12;2;18;0;0;-2,7423
2.12.2018 19:00;2018;12;2;19;0;0;-2,7392
2.12.2018 20:00;2018;12;2;20;0;0;-2,722
2.12.2018 21:00;2018;12;2;21;0;0;-2,7453
2.12.2018 22:00;2018;12;2;22;0;0;-2,8167
2.12.2018 23:00;2018;12;2;23;0;0;-2,791
3.12.2018 0:00;2018;12;3;0;0;0;-2,764
3.12.2018 1:00;2018;12;3;1;0;0;-2,9155
3.12.2018 2:00;2018;12;3;2;0;0;-2,9997
3.12.2018 3:00;2018;12;3;3;0;0;-3,0342
3.12.2018 4:00;2018;12;3;4;0;0;-3,1673
3.12.2018 5:00;2018;12;3;5;0;0;-3,2332
3.12.2018 6:00;2018;12;3;6;0;0;-3,376
3.12.2018 7:00;2018;12;3;7;0;0;-3,2903
3.12.2018 8:00;2018;12;3;8;0;0;-3,3422
3.12.2018 9:00;2018;12;3;9;0;0;-3,3432
3.12.2018 10:00;2018;12;3;10;0;0;-2,9448
3.12.2018 11:00;2018;12;3;11;0;0;-2,5067
3.12.2018 12:00;2018;12;3;12;0;0;-2,2515
3.12.2018 13:00;2018;12;3;13;0;0;-2,2108
3.12.2018 14:00;2018;12;3;14;0;0;-2,3585
3.12.2018 15:00;2018;12;3;15;0;0;-2,5292
3.12.2018 16:00;2018;12;3;16;0;0;-2,6727
3.12.2018 17:00;2018;12;3;17;0;0;-2,7803
3.12.2018 18:00;2018;12;3;18;0;0;-2,8992
3.12.2018 19:00;2018;12;3;19;0;0;-3,0095
3.12.2018 20:00;2018;12;3;20;0;0;-3,1025
3.12.2018 21:00;2018;12;3;21;0;0;-3,1648
3.12.2018 22:00;2018;12;3;22;0;0;-3,0945
3.12.2018 23:00;2018;12;3;23;0;0;-3,1272
4.12.2018 0:00;2018;12;4;0;0;0;-3,1478
4.12.2018 1:00;2018;12;4;1;0;0;-2,9693
4.12.2018 2:00;2018;12;4;2;0;0;-2,9512
4.12.2018 3:00;2018;12;4;3;0;0;-2,7532
4.12.2018 4:00;2018;12;4;4;0;0;-2,5613
4.12.2018 5:00;2018;12;4;5;0;0;-2,1977
4.12.2018 6:00;2018;12;4;6;0;0;-1,8253
4.12.2018 7:00;2018;12;4;7;0;0;-1,4702
4.12.2018 8:00;2018;12;4;8;0;0;-1,1375
4.12.2018 9:00;2018;12;4;9;0;0;-0,6633
4.12.2018 10:00;2018;12;4;10;0;0;-0,1712
4.12.2018 11:00;2018;12;4;11;0;0;0,0473
4.12.2018 12:00;2018;12;4;12;0;0;0,217
4.12.2018 13:00;2018;12;4;13;0;0;0,3262
4.12.2018 14:00;2018;12;4;14;0;0;0,3987
4.12.2018 15:00;2018;12;4;15;0;0;0,6473
4.12.2018 16:00;2018;12;4;16;0;0;1,0042
4.12.2018 17:00;2018;12;4;17;0;0;1,454
4.12.2018 18:00;2018;12;4;18;0;0;2,0553
4.12.2018 19:00;2018;12;4;19;0;0;2,3277
4.12.2018 20:00;2018;12;4;20;0;0;2,5382
4.12.2018 21:00;2018;12;4;21;0;0;2,8007
4.12.2018 22:00;2018;12;4;22;0;0;2,9175
4.12.2018 23:00;2018;12;4;23;0;0;2,9513
5.12.2018 0:00;2018;12;5;0;0;0;2,845
5.12.2018 1:00;2018;12;5;1;0;0;2,763
5.12.2018 2:00;2018;12;5;2;0;0;2,5435
5.12.2018 3:00;2018;12;5;3;0;0;2,3053
5.12.2018 4:00;2018;12;5;4;0;0;2,0753
5.12.2018 5:00;2018;12;5;5;0;0;1,8023
5.12.2018 6:00;2018;12;5;6;0;0;1,722
5.12.2018 7:00;2018;12;5;7;0;0;1,6933
5.12.2018 8:00;2018;12;5;8;0;0;1,6657
5.12.2018 9:00;2018;12;5;9;0;0;1,423
5.12.2018 10:00;2018;12;5;10;0;0;1,259
5.12.2018 11:00;2018;12;5;11;0;0;1,3135
5.12.2018 12:00;2018;12;5;12;0;0;1,3453
5.12.2018 13:00;2018;12;5;13;0;0;1,0982
5.12.2018 14:00;2018;12;5;14;0;0;0,4337
5.12.2018 15:00;2018;12;5;15;0;0;0,1645
5.12.2018 16:00;2018;12;5;16;0;0;-0,163
5.12.2018 17:00;2018;12;5;17;0;0;-0,2472
5.12.2018 18:00;2018;12;5;18;0;0;-0,1087
5.12.2018 19:00;2018;12;5;19;0;0;-0,3963
5.12.2018 20:00;2018;12;5;20;0;0;-0,6462
5.12.2018 21:00;2018;12;5;21;0;0;-0,394
5.12.2018 22:00;2018;12;5;22;0;0;-0,6595
5.12.2018 23:00;2018;12;5;23;0;0;-0,8885
6.12.2018 0:00;2018;12;6;0;0;0;-0,4393
6.12.2018 1:00;2018;12;6;1;0;0;-0,4858
6.12.2018 2:00;2018;12;6;2;0;0;-0,7203
6.12.2018 3:00;2018;12;6;3;0;0;-0,7545
6.12.2018 4:00;2018;12;6;4;0;0;-0,9998
6.12.2018 5:00;2018;12;6;5;0;0;-1,3122
6.12.2018 6:00;2018;12;6;6;0;0;-1,507
6.12.2018 7:00;2018;12;6;7;0;0;-1,7195
6.12.2018 8:00;2018;12;6;8;0;0;-1,9408
6.12.2018 9:00;2018;12;6;9;0;0;-2,1495
6.12.2018 10:00;2018;12;6;10;0;0;-1,9415
6.12.2018 11:00;2018;12;6;11;0;0;-1,2045
6.12.2018 12:00;2018;12;6;12;0;0;-0,663
6.12.2018 13:00;2018;12;6;13;0;0;-0,4717
6.12.2018 14:00;2018;12;6;14;0;0;-0,4122
6.12.2018 15:00;2018;12;6;15;0;0;-0,4622
6.12.2018 16:00;2018;12;6;16;0;0;-0,805
6.12.2018 17:00;2018;12;6;17;0;0;-2,3508
6.12.2018 18:00;2018;12;6;18;0;0;-3,2407
6.12.2018 19:00;2018;12;6;19;0;0;-3,9405
6.12.2018 20:00;2018;12;6;20;0;0;-4,6178
6.12.2018 21:00;2018;12;6;21;0;0;-4,5667
6.12.2018 22:00;2018;12;6;22;0;0;-4,0083
6.12.2018 23:00;2018;12;6;23;0;0;-3,7878
7.12.2018 0:00;2018;12;7;0;0;0;-3,2665
7.12.2018 1:00;2018;12;7;1;0;0;-2,6523
7.12.2018 2:00;2018;12;7;2;0;0;-2,2687
7.12.2018 3:00;2018;12;7;3;0;0;-2,062
7.12.2018 4:00;2018;12;7;4;0;0;-1,8712
7.12.2018 5:00;2018;12;7;5;0;0;-1,6372
7.12.2018 6:00;2018;12;7;6;0;0;-1,5317
7.12.2018 7:00;2018;12;7;7;0;0;-1,3458
7.12.2018 8:00;2018;12;7;8;0;0;-1,0857
7.12.2018 9:00;2018;12;7;9;0;0;-0,8475
7.12.2018 10:00;2018;12;7;10;0;0;-0,6298
7.12.2018 11:00;2018;12;7;11;0;0;-0,376
7.12.2018 12:00;2018;12;7;12;0;0;-0,1667
7.12.2018 13:00;2018;12;7;13;0;0;-0,2777
7.12.2018 14:00;2018;12;7;14;0;0;-0,4893
7.12.2018 15:00;2018;12;7;15;0;0;-0,6968
7.12.2018 16:00;2018;12;7;16;0;0;-0,8447
7.12.2018 17:00;2018;12;7;17;0;0;-0,9335
7.12.2018 18:00;2018;12;7;18;0;0;-0,9947
7.12.2018 19:00;2018;12;7;19;0;0;-1,061
7.12.2018 20:00;2018;12;7;20;0;0;-1,0962
7.12.2018 21:00;2018;12;7;21;0;0;-1,0468
7.12.2018 22:00;2018;12;7;22;0;0;-1,1452
7.12.2018 23:00;2018;12;7;23;0;0;-1,2572
8.12.2018 0:00;2018;12;8;0;0;0;-1,316
8.12.2018 1:00;2018;12;8;1;0;0;-1,4382
8.12.2018 2:00;2018;12;8;2;0;0;-1,5178
8.12.2018 3:00;2018;12;8;3;0;0;-1,5433
8.12.2018 4:00;2018;12;8;4;0;0;-1,5413
8.12.2018 5:00;2018;12;8;5;0;0;-1,527
8.12.2018 6:00;2018;12;8;6;0;0;-1,4325
8.12.2018 7:00;2018;12;8;7;0;0;-1,325
8.12.2018 8:00;2018;12;8;8;0;0;-1,1475
8.12.2018 9:00;2018;12;8;9;0;0;-0,874
8.12.2018 10:00;2018;12;8;10;0;0;-0,6985
8.12.2018 11:00;2018;12;8;11;0;0;-0,5338
8.12.2018 12:00;2018;12;8;12;0;0;-0,3448
8.12.2018 13:00;2018;12;8;13;0;0;-0,2175
8.12.2018 14:00;2018;12;8;14;0;0;-0,0672
8.12.2018 15:00;2018;12;8;15;0;0;0,0555
8.12.2018 16:00;2018;12;8;16;0;0;0,1212
8.12.2018 17:00;2018;12;8;17;0;0;0,1738
8.12.2018 18:00;2018;12;8;18;0;0;0,0977
8.12.2018 19:00;2018;12;8;19;0;0;0,029
8.12.2018 20:00;2018;12;8;20;0;0;-0,042
8.12.2018 21:00;2018;12;8;21;0;0;-0,0515
8.12.2018 22:00;2018;12;8;22;0;0;0,12
8.12.2018 23:00;2018;12;8;23;0;0;0,2892
9.12.2018 0:00;2018;12;9;0;0;0;0,3503
9.12.2018 1:00;2018;12;9;1;0;0;0,4532
9.12.2018 2:00;2018;12;9;2;0;0;0,6497
9.12.2018 3:00;2018;12;9;3;0;0;1,0305
9.12.2018 4:00;2018;12;9;4;0;0;1,5575
9.12.2018 5:00;2018;12;9;5;0;0;1,9917
9.12.2018 6:00;2018;12;9;6;0;0;2,2195
9.12.2018 7:00;2018;12;9;7;0;0;2,4375
9.12.2018 8:00;2018;12;9;8;0;0;2,4245
9.12.2018 9:00;2018;12;9;9;0;0;2,354
9.12.2018 10:00;2018;12;9;10;0;0;2,214
9.12.2018 11:00;2018;12;9;11;0;0;1,9013
9.12.2018 12:00;2018;12;9;12;0;0;1,6147
9.12.2018 13:00;2018;12;9;13;0;0;1,6073
9.12.2018 14:00;2018;12;9;14;0;0;1,6748
9.12.2018 15:00;2018;12;9;15;0;0;1,6795
9.12.2018 16:00;2018;12;9;16;0;0;1,8405
9.12.2018 17:00;2018;12;9;17;0;0;2,2038
9.12.2018 18:00;2018;12;9;18;0;0;2,3658
9.12.2018 19:00;2018;12;9;19;0;0;2,2867
9.12.2018 20:00;2018;12;9;20;0;0;2,179
9.12.2018 21:00;2018;12;9;21;0;0;2,0772
9.12.2018 22:00;2018;12;9;22;0;0;2,0418
9.12.2018 23:00;2018;12;9;23;0;0;1,9713
10.12.2018 0:00;2018;12;10;0;0;0;1,8825
10.12.2018 1:00;2018;12;10;1;0;0;1,6432
10.12.2018 2:00;2018;12;10;2;0;0;1,4395
10.12.2018 3:00;2018;12;10;3;0;0;1,3723
10.12.2018 4:00;2018;12;10;4;0;0;1,3718
10.12.2018 5:00;2018;12;10;5;0;0;1,4387
10.12.2018 6:00;2018;12;10;6;0;0;1,4547
10.12.2018 7:00;2018;12;10;7;0;0;1,2668
10.12.2018 8:00;2018;12;10;8;0;0;1,166
10.12.2018 9:00;2018;12;10;9;0;0;1,1212
10.12.2018 10:00;2018;12;10;10;0;0;1,0428
10.12.2018 11:00;2018;12;10;11;0;0;0,9913
10.12.2018 12:00;2018;12;10;12;0;0;0,8887
10.12.2018 13:00;2018;12;10;13;0;0;0,6198
10.12.2018 14:00;2018;12;10;14;0;0;0,4162
10.12.2018 15:00;2018;12;10;15;0;0;0,2718
10.12.2018 16:00;2018;12;10;16;0;0;0,169
10.12.2018 17:00;2018;12;10;17;0;0;0,096
10.12.2018 18:00;2018;12;10;18;0;0;0,0287
10.12.2018 19:00;2018;12;10;19;0;0;0,0173
10.12.2018 20:00;2018;12;10;20;0;0;0,1202
10.12.2018 21:00;2018;12;10;21;0;0;0,266
10.12.2018 22:00;2018;12;10;22;0;0;0,3497
10.12.2018 23:00;2018;12;10;23;0;0;0,3898
11.12.2018 0:00;2018;12;11;0;0;0;0,39
11.12.2018 1:00;2018;12;11;1;0;0;0,4085
11.12.2018 2:00;2018;12;11;2;0;0;0,394
11.12.2018 3:00;2018;12;11;3;0;0;0,4082
11.12.2018 4:00;2018;12;11;4;0;0;0,298
11.12.2018 5:00;2018;12;11;5;0;0;0,095
11.12.2018 6:00;2018;12;11;6;0;0;-0,1392
11.12.2018 7:00;2018;12;11;7;0;0;-0,2053
11.12.2018 8:00;2018;12;11;8;0;0;-0,304
11.12.2018 9:00;2018;12;11;9;0;0;-0,3155
11.12.2018 10:00;2018;12;11;10;0;0;-0,3308
11.12.2018 11:00;2018;12;11;11;0;0;-0,3323
11.12.2018 12:00;2018;12;11;12;0;0;-0,2978
11.12.2018 13:00;2018;12;11;13;0;0;-0,29
11.12.2018 14:00;2018;12;11;14;0;0;-0,3022
11.12.2018 15:00;2018;12;11;15;0;0;-0,1823
11.12.2018 16:00;2018;12;11;16;0;0;-0,0828
11.12.2018 17:00;2018;12;11;17;0;0;-0,093
11.12.2018 18:00;2018;12;11;18;0;0;-0,1092
11.12.2018 19:00;2018;12;11;19;0;0;-0,5022
11.12.2018 20:00;2018;12;11;20;0;0;-0,8593
11.12.2018 21:00;2018;12;11;21;0;0;-0,9745
11.12.2018 22:00;2018;12;11;22;0;0;-0,9043
11.12.2018 23:00;2018;12;11;23;0;0;-0,704
12.12.2018 0:00;2018;12;12;0;0;0;-0,7208
12.12.2018 1:00;2018;12;12;1;0;0;-0,6808
12.12.2018 2:00;2018;12;12;2;0;0;-0,6305
12.12.2018 3:00;2018;12;12;3;0;0;-0,6372
12.12.2018 4:00;2018;12;12;4;0;0;-0,623
12.12.2018 5:00;2018;12;12;5;0;0;-0,7
12.12.2018 6:00;2018;12;12;6;0;0;-0,7242
12.12.2018 7:00;2018;12;12;7;0;0;-0,7823
12.12.2018 8:00;2018;12;12;8;0;0;-0,8673
12.12.2018 9:00;2018;12;12;9;0;0;-0,8695
12.12.2018 10:00;2018;12;12;10;0;0;-0,8695
12.12.2018 11:00;2018;12;12;11;0;0;-0,9548
12.12.2018 12:00;2018;12;12;12;0;0;-1,02
12.12.2018 13:00;2018;12;12;13;0;0;-1,1368
12.12.2018 14:00;2018;12;12;14;0;0;-1,4922
12.12.2018 15:00;2018;12;12;15;0;0;-1,6528
12.12.2018 16:00;2018;12;12;16;0;0;-1,8285
12.12.2018 17:00;2018;12;12;17;0;0;-1,9483
12.12.2018 18:00;2018;12;12;18;0;0;-1,9712
12.12.2018 19:00;2018;12;12;19;0;0;-1,9877
12.12.2018 20:00;2018;12;12;20;0;0;-2,031
12.12.2018 21:00;2018;12;12;21;0;0;-2,0283
12.12.2018 22:00;2018;12;12;22;0;0;-2,0338
12.12.2018 23:00;2018;12;12;23;0;0;-2,0417
13.12.2018 0:00;2018;12;13;0;0;0;-2,0578
13.12.2018 1:00;2018;12;13;1;0;0;-1,9883
13.12.2018 2:00;2018;12;13;2;0;0;-2,321
13.12.2018 3:00;2018;12;13;3;0;0;-2,8543
13.12.2018 4:00;2018;12;13;4;0;0;-2,7477
13.12.2018 5:00;2018;12;13;5;0;0;-3,1055
13.12.2018 6:00;2018;12;13;6;0;0;-2,7728
13.12.2018 7:00;2018;12;13;7;0;0;-2,6235
13.12.2018 8:00;2018;12;13;8;0;0;-2,6648
13.12.2018 9:00;2018;12;13;9;0;0;-2,8237
13.12.2018 10:00;2018;12;13;10;0;0;-2,6253
13.12.2018 11:00;2018;12;13;11;0;0;-2,2942
13.12.2018 12:00;2018;12;13;12;0;0;-2,1417
13.12.2018 13:00;2018;12;13;13;0;0;-2,1297
13.12.2018 14:00;2018;12;13;14;0;0;-2,2597
13.12.2018 15:00;2018;12;13;15;0;0;-2,5692
13.12.2018 16:00;2018;12;13;16;0;0;-2,6405
13.12.2018 17:00;2018;12;13;17;0;0;-2,7073
13.12.2018 18:00;2018;12;13;18;0;0;-2,8037
13.12.2018 19:00;2018;12;13;19;0;0;-2,9725
13.12.2018 20:00;2018;12;13;20;0;0;-3,2157
13.12.2018 21:00;2018;12;13;21;0;0;-3,3995
13.12.2018 22:00;2018;12;13;22;0;0;-3,5438
13.12.2018 23:00;2018;12;13;23;0;0;-3,6267
14.12.2018 0:00;2018;12;14;0;0;0;-3,7397
14.12.2018 1:00;2018;12;14;1;0;0;-3,8727
14.12.2018 2:00;2018;12;14;2;0;0;-3,9152
14.12.2018 3:00;2018;12;14;3;0;0;-4,0837
14.12.2018 4:00;2018;12;14;4;0;0;-4,2298
14.12.2018 5:00;2018;12;14;5;0;0;-4,35
14.12.2018 6:00;2018;12;14;6;0;0;-4,5518
14.12.2018 7:00;2018;12;14;7;0;0;-4,7843
14.12.2018 8:00;2018;12;14;8;0;0;-4,847
14.12.2018 9:00;2018;12;14;9;0;0;-4,8605
14.12.2018 10:00;2018;12;14;10;0;0;-5,0053
14.12.2018 11:00;2018;12;14;11;0;0;-5,1302
14.12.2018 12:00;2018;12;14;12;0;0;-5,1407
14.12.2018 13:00;2018;12;14;13;0;0;-5,346
14.12.2018 14:00;2018;12;14;14;0;0;-5,7007
14.12.2018 15:00;2018;12;14;15;0;0;-5,8685
14.12.2018 16:00;2018;12;14;16;0;0;-6,1125
14.12.2018 17:00;2018;12;14;17;0;0;-6,2225
14.12.2018 18:00;2018;12;14;18;0;0;-6,2903
14.12.2018 19:00;2018;12;14;19;0;0;-6,2972
14.12.2018 20:00;2018;12;14;20;0;0;-6,4517
14.12.2018 21:00;2018;12;14;21;0;0;-6,692
14.12.2018 22:00;2018;12;14;22;0;0;-6,7638
14.12.2018 23:00;2018;12;14;23;0;0;-6,9575
15.12.2018 0:00;2018;12;15;0;0;0;-6,9672
15.12.2018 1:00;2018;12;15;1;0;0;-7,0035
15.12.2018 2:00;2018;12;15;2;0;0;-6,8533
15.12.2018 3:00;2018;12;15;3;0;0;-6,729
15.12.2018 4:00;2018;12;15;4;0;0;-6,5852
15.12.2018 5:00;2018;12;15;5;0;0;-6,4477
15.12.2018 6:00;2018;12;15;6;0;0;-6,365
15.12.2018 7:00;2018;12;15;7;0;0;-6,467
15.12.2018 8:00;2018;12;15;8;0;0;-6,633
15.12.2018 9:00;2018;12;15;9;0;0;-6,6078
15.12.2018 10:00;2018;12;15;10;0;0;-6,6973
15.12.2018 11:00;2018;12;15;11;0;0;-6,9685
15.12.2018 12:00;2018;12;15;12;0;0;-7,1397
15.12.2018 13:00;2018;12;15;13;0;0;-7,333
15.12.2018 14:00;2018;12;15;14;0;0;-7,5517
15.12.2018 15:00;2018;12;15;15;0;0;-7,553
15.12.2018 16:00;2018;12;15;16;0;0;-7,6983
15.12.2018 17:00;2018;12;15;17;0;0;-7,6483
15.12.2018 18:00;2018;12;15;18;0;0;-7,7012
15.12.2018 19:00;2018;12;15;19;0;0;-7,674
15.12.2018 20:00;2018;12;15;20;0;0;-7,7328
15.12.2018 21:00;2018;12;15;21;0;0;-7,8455
15.12.2018 22:00;2018;12;15;22;0;0;-7,9988
15.12.2018 23:00;2018;12;15;23;0;0;-7,8638
16.12.2018 0:00;2018;12;16;0;0;0;-7,6665
16.12.2018 1:00;2018;12;16;1;0;0;-7,4578
16.12.2018 2:00;2018;12;16;2;0;0;-7,4003
16.12.2018 3:00;2018;12;16;3;0;0;-7,3772
16.12.2018 4:00;2018;12;16;4;0;0;-7,7438
16.12.2018 5:00;2018;12;16;5;0;0;-7,9155
16.12.2018 6:00;2018;12;16;6;0;0;-7,9037
16.12.2018 7:00;2018;12;16;7;0;0;-7,6508
16.12.2018 8:00;2018;12;16;8;0;0;-7,3167
16.12.2018 9:00;2018;12;16;9;0;0;-7,0895
16.12.2018 10:00;2018;12;16;10;0;0;-6,7245
16.12.2018 11:00;2018;12;16;11;0;0;-6,2977
16.12.2018 12:00;2018;12;16;12;0;0;-6,2118
16.12.2018 13:00;2018;12;16;13;0;0;-6,1832
16.12.2018 14:00;2018;12;16;14;0;0;-6,2005
16.12.2018 15:00;2018;12;16;15;0;0;-6,3325
16.12.2018 16:00;2018;12;16;16;0;0;-6,2957
16.12.2018 17:00;2018;12;16;17;0;0;-6,2808
16.12.2018 18:00;2018;12;16;18;0;0;-6,3262
16.12.2018 19:00;2018;12;16;19;0;0;-6,1382
16.12.2018 20:00;2018;12;16;20;0;0;-5,9718
16.12.2018 21:00;2018;12;16;21;0;0;-5,8463
16.12.2018 22:00;2018;12;16;22;0;0;-5,6207
16.12.2018 23:00;2018;12;16;23;0;0;-5,2798
17.12.2018 0:00;2018;12;17;0;0;0;-4,873
17.12.2018 1:00;2018;12;17;1;0;0;-4,6857
17.12.2018 2:00;2018;12;17;2;0;0;-4,605
17.12.2018 3:00;2018;12;17;3;0;0;-4,5013
17.12.2018 4:00;2018;12;17;4;0;0;-4,4865
17.12.2018 5:00;2018;12;17;5;0;0;-4,4383
17.12.2018 6:00;2018;12;17;6;0;0;-4,4432
17.12.2018 7:00;2018;12;17;7;0;0;-4,4285
17.12.2018 8:00;2018;12;17;8;0;0;-4,4078
17.12.2018 9:00;2018;12;17;9;0;0;-4,363
17.12.2018 10:00;2018;12;17;10;0;0;-4,3212
17.12.2018 11:00;2018;12;17;11;0;0;-4,1237
17.12.2018 12:00;2018;12;17;12;0;0;-3,7768
17.12.2018 13:00;2018;12;17;13;0;0;-3,4555
17.12.2018 14:00;2018;12;17;14;0;0;-3,2928
17.12.2018 15:00;2018;12;17;15;0;0;-3,1237
17.12.2018 16:00;2018;12;17;16;0;0;-2,9227
17.12.2018 17:00;2018;12;17;17;0;0;-2,8002
17.12.2018 18:00;2018;12;17;18;0;0;-2,6625
17.12.2018 19:00;2018;12;17;19;0;0;-2,5555
17.12.2018 20:00;2018;12;17;20;0;0;-2,3945
17.12.2018 21:00;2018;12;17;21;0;0;-2,3372
17.12.2018 22:00;2018;12;17;22;0;0;-2,2455
17.12.2018 23:00;2018;12;17;23;0;0;-2,0667
18.12.2018 0:00;2018;12;18;0;0;0;-2,0128
18.12.2018 1:00;2018;12;18;1;0;0;-1,8695
18.12.2018 2:00;2018;12;18;2;0;0;-1,7342
18.12.2018 3:00;2018;12;18;3;0;0;-1,6905
18.12.2018 4:00;2018;12;18;4;0;0;-1,6568
18.12.2018 5:00;2018;12;18;5;0;0;-1,7348
18.12.2018 6:00;2018;12;18;6;0;0;-1,8413
18.12.2018 7:00;2018;12;18;7;0;0;-1,846
18.12.2018 8:00;2018;12;18;8;0;0;-1,8805
18.12.2018 9:00;2018;12;18;9;0;0;-1,8828
18.12.2018 10:00;2018;12;18;10;0;0;-1,8538
18.12.2018 11:00;2018;12;18;11;0;0;-1,7553
18.12.2018 12:00;2018;12;18;12;0;0;-1,6565
18.12.2018 13:00;2018;12;18;13;0;0;-1,5295
18.12.2018 14:00;2018;12;18;14;0;0;-1,5693
18.12.2018 15:00;2018;12;18;15;0;0;-1,702
18.12.2018 16:00;2018;12;18;16;0;0;-1,886
18.12.2018 17:00;2018;12;18;17;0;0;-1,8942
18.12.2018 18:00;2018;12;18;18;0;0;-2,0073
18.12.2018 19:00;2018;12;18;19;0;0;-2,1137
18.12.2018 20:00;2018;12;18;20;0;0;-2,1873
18.12.2018 21:00;2018;12;18;21;0;0;-2,2093
18.12.2018 22:00;2018;12;18;22;0;0;-2,0725
18.12.2018 23:00;2018;12;18;23;0;0;-1,8217
19.12.2018 0:00;2018;12;19;0;0;0;-1,7955
19.12.2018 1:00;2018;12;19;1;0;0;-1,7705
19.12.2018 2:00;2018;12;19;2;0;0;-1,7975
19.12.2018 3:00;2018;12;19;3;0;0;-1,7955
